Name,Stage,Lead Length,Place Notation,Type,Interior Notation,Hunt Number
Tirley Surprise Minor,6,24,"56-56.14-56-36.14-14.56,12",T,56-56.14-56-36.14-14.56.14-14.36-56-14.56-56.12,1
Stogumber Surprise Minor,6,24,"56-56.14-56-36.14-34.56,12",T,56-56.14-56-36.14-34.56.34-14.36-56-14.56-56.12,1
Mys Gwyngala Surprise Minor,6,24,"56-56.14.56-12.36-12-16,12",T,56-56.14.56-12.36-12-16-12-36.12-56.14.56-56.12,1
Mys Hedra Surprise Minor,6,24,"56-56.14.56-12.36-12-36,12",T,56-56.14.56-12.36-12-36-12-36.12-56.14.56-56.12,1
Arborfield Surprise Minor,6,24,"56-56.14.56-12.36-12-56,12",T,56-56.14.56-12.36-12-56-12-36.12-56.14.56-56.12,1
Mys Du Surprise Minor,6,24,"56-56.14.56-12.36-14-16,12",T,56-56.14.56-12.36-14-16-14-36.12-56.14.56-56.12,1
Mys Kevardhu Surprise Minor,6,24,"56-56.14.56-12.36-14-36,12",T,56-56.14.56-12.36-14-36-14-36.12-56.14.56-56.12,1
Compton Surprise Minor,6,24,"56-56.14.56-12.36-34-56,12",T,56-56.14.56-12.36-34-56-34-36.12-56.14.56-56.12,1
St Marwenne Surprise Minor,6,24,"56-56.14.56-12.36.12-12.36,12",T,56-56.14.56-12.36.12-12.36.12-12.36.12-56.14.56-56.12,1
Forncett Surprise Minor,6,24,"56-56.14.56-12.36.12-14.56,12",T,56-56.14.56-12.36.12-14.56.14-12.36.12-56.14.56-56.12,1
Jones the Cat Surprise Minor,6,24,"56-56.14.56-12.36.12-34.56,12",T,56-56.14.56-12.36.12-34.56.34-12.36.12-56.14.56-56.12,1
Bergh Apton Surprise Minor,6,24,"56-56.14.56-12.36.14-14.36,12",T,56-56.14.56-12.36.14-14.36.14-14.36.12-56.14.56-56.12,1
Talcolnestone Surprise Minor,6,24,"56-56.14.56-12.36.14-14.56,12",T,56-56.14.56-12.36.14-14.56.14-14.36.12-56.14.56-56.12,1
Shenfield Surprise Minor,6,24,"56-56.14.56-12.36.14-34.16,12",T,56-56.14.56-12.36.14-34.16.34-14.36.12-56.14.56-56.12,1
Premierish Surprise Minor,6,24,"56-56.14.56-56.36.14-14.56,12",T,56-56.14.56-56.36.14-14.56.14-14.36.56-56.14.56-56.12,1
Bristolish Surprise Minor,6,24,"56-56.14.56-56.36.14-14.56,16",T,56-56.14.56-56.36.14-14.56.14-14.36.56-56.14.56-56.16,1
Black Notley Surprise Minor,6,24,"-36-14-12-36.12-34.36,16",T,-36-14-12-36.12-34.36.34-12.36-12-14-36-16,1
Snake Pass Surprise Minor,6,24,"-36-14-12-36.12-12.16,16",T,-36-14-12-36.12-12.16.12-12.36-12-14-36-16,1
Batt's Brook Surprise Minor,6,24,"36-56.14.12-56.36.12-12.56,12",T,36-56.14.12-56.36.12-12.56.12-12.36.56-12.14.56-36.12,1
Layer-de-la Haye Surprise Minor,6,24,"-36-14-12-36-12.1234.56,12",T,-36-14-12-36-12.1234.56.1234.12-36-12-14-36-12,1
Corry Brook Surprise Minor,6,24,"36-56.14.12-56.36.12-14.36,12",T,36-56.14.12-56.36.12-14.36.14-12.36.56-12.14.56-36.12,1
Frating Surprise Minor,6,24,"-34-14-12-36-34.1234.56,12",T,-34-14-12-36-34.1234.56.1234.34-36-12-14-34-12,1
Elmstead Market Surprise Minor,6,24,"-34-14.12-12.1236-12-16,12",T,-34-14.12-12.1236-12-16-12-1236.12-12.14-34-12,1
River Culm Surprise Minor,6,24,"36-56.14.12-56.36.12-34.16,12",T,36-56.14.12-56.36.12-34.16.34-12.36.56-12.14.56-36.12,1
Thorrington Surprise Minor,6,24,"-34-14.12-12.1236-14-16,12",T,-34-14.12-12.1236-14-16-14-1236.12-12.14-34-12,1
Secret Santa Surprise Minor,6,24,"-36-1456.12-12.1236-14-16,16",T,-36-1456.12-12.1236-14-16-14-1236.12-12.1456-36-16,1
Brightlingsea Surprise Minor,6,24,"-34-14.12-12.1236-12.1234.56,12",T,-34-14.12-12.1236-12.1234.56.1234.12-1236.12-12.14-34-12,1
Blackaton Brook Surprise Minor,6,24,"36-56.14.12-56.36.12-34.56,12",T,36-56.14.12-56.36.12-34.56.34-12.36.56-12.14.56-36.12,1
Morrell Roding Surprise Minor,6,24,"-34-14.12-12.36-14-56,16",T,-34-14.12-12.36-14-56-14-36.12-12.14-34-16,1
Dickford Water Surprise Minor,6,24,"36-56.14.12-56.36.14-14.56,12",T,36-56.14.12-56.36.14-14.56.14-14.36.56-12.14.56-36.12,1
Somerville Surprise Minor,6,24,"36-56.14-12-36.12-14.36,12",T,36-56.14-12-36.12-14.36.14-12.36-12-14.56-36.12,1
Offwell Brook Surprise Minor,6,24,"36-56.14.12-56.36.34-12.56,12",T,36-56.14.12-56.36.34-12.56.12-34.36.56-12.14.56-36.12,1
Sewards End Surprise Minor,6,24,"-36-14.12-12.36-34-36,16",T,-36-14.12-12.36-34-36-34-36.12-12.14-36-16,1
Rogate Surprise Minor,6,24,"-56-14.56-12.36.14-34.56,16",T,-56-14.56-12.36.14-34.56.34-14.36.12-56.14-56-16,1
Glazgow Surprise Minor,6,24,"36-56.14-56-36.14-12.36,12",T,36-56.14-56-36.14-12.36.12-14.36-56-14.56-36.12,1
Fleet Brook Surprise Minor,6,24,"36-56.14.12-56.36.34-34.56,12",T,36-56.14.12-56.36.34-34.56.34-34.36.56-12.14.56-36.12,1
Blackmore Surprise Minor,6,24,"-34-14-12-1236.12-14.36,16",T,-34-14-12-1236.12-14.36.14-12.1236-12-14-34-16,1
See You Jimmy Surprise Minor,6,24,"36-56.14-56-36.14-12.36,16",T,36-56.14-56-36.14-12.36.12-14.36-56-14.56-36.16,1
Stondon Massey Surprise Minor,6,24,"-34-14.12-12.1236.12-14.36,16",T,-34-14.12-12.1236.12-14.36.14-12.1236.12-12.14-34-16,1
Stedham Surprise Minor,6,24,"-56-14.56-12.36.14-34.16,16",T,-56-14.56-12.36.14-34.16.34-14.36.12-56.14-56-16,1
Mully Brook Surprise Minor,6,24,"36-56.14.56-12.36.34-12.56,12",T,36-56.14.56-12.36.34-12.56.12-34.36.12-56.14.56-36.12,1
Wrabness Surprise Minor,6,24,"34-34.14-12-36.14-34.16,16",T,34-34.14-12-36.14-34.16.34-14.36-12-14.34-34.16,1
Walderton Surprise Minor,6,24,"-56-14.56-12.36.14-14.56,16",T,-56-14.56-12.36.14-14.56.14-14.36.12-56.14-56-16,1
Lawford Surprise Minor,6,24,"34-34.14-12-36.14-14.36,16",T,34-34.14-12-36.14-14.36.14-14.36-12-14.34-34.16,1
Kerbey Surprise Minor,6,24,"34-56.14-56-1236-14-36,16",T,34-56.14-56-1236-14-36-14-1236-56-14.56-34.16,1
Gangnam Surprise Minor,6,24,"-36-14-12-36-34.12.36,12",T,-36-14-12-36-34.12.36.12.34-36-12-14-36-12,1
Sutton Hoo Surprise Minor,6,24,"-34-14-12-36.14-14.16,12",T,-34-14-12-36.14-14.16.14-14.36-12-14-34-12,1
Settle Surprise Minor,6,24,"34-36.1456-12-36-14-56,12",T,34-36.1456-12-36-14-56-14-36-12-1456.36-34.12,1
Elsenham Surprise Minor,6,24,"34-36.14.12-12.1236-14-56,12",T,34-36.14.12-12.1236-14-56-14-1236.12-12.14.36-34.12,1
Jasper's Green Surprise Minor,6,24,"-34-14.12-12.1236.14-14.36,12",T,-34-14.12-12.1236.14-14.36.14-14.1236.12-12.14-34-12,1
Henham Surprise Minor,6,24,"36-36.14-12-1236-34-56,16",T,36-36.14-12-1236-34-56-34-1236-12-14.36-36.16,1
Henry the Hoover Surprise Minor,6,24,"56-56.14-12-1236-14-36,16",T,56-56.14-12-1236-14-36-14-1236-12-14.56-56.16,1
Glyder Fach Surprise Minor,6,24,"36-36.14-1256-36.14-14.56,16",T,36-36.14-1256-36.14-14.56.14-14.36-1256-14.36-36.16,1
Castle Hedingham Surprise Minor,6,24,"34-36.14.12-12.1236.14-34.16,12",T,34-36.14.12-12.1236.14-34.16.34-14.1236.12-12.14.36-34.12,1
Canewdon Surprise Minor,6,24,"34-36.14.12-12.1236.14-14.36,16",T,34-36.14.12-12.1236.14-14.36.14-14.1236.12-12.14.36-34.16,1
Woolpit Surprise Minor,6,24,"34-36.14.12-12.1236-34-36,16",T,34-36.14.12-12.1236-34-36-34-1236.12-12.14.36-34.16,1
Billy the Kid Surprise Minor,6,24,"34-36.14-12-36-1234-36,12",T,34-36.14-12-36-1234-36-1234-36-12-14.36-34.12,1
Kentish Surprise Minor,6,24,"34-34.14-12-1236-12-16,16",T,34-34.14-12-1236-12-16-12-1236-12-14.34-34.16,1
Goodness Gracious Great Bells of Fire Surprise Minor,6,24,"-56-14.56-12.36-14-56,16",T,-56-14.56-12.36-14-56-14-36.12-56.14-56-16,1
Geronimo Surprise Minor,6,24,"-56-14-1256-36-14-16,12",T,-56-14-1256-36-14-16-14-36-1256-14-56-12,1
C'mon Guys! Surprise Minor,6,24,"-36.34.14-12-36.14-34.56,12",T,-36.34.14-12-36.14-34.56.34-14.36-12-14.34.36-12,1
Lloyd's Got Staaandards Surprise Minor,6,24,"-36.34.14-12-36-14-56,12",T,-36.34.14-12-36-14-56-14-36-12-14.34.36-12,1
Hanningfield Surprise Minor,6,24,"-36-14.12-12.1236.14-12.56,16",T,-36-14.12-12.1236.14-12.56.12-14.1236.12-12.14-36-16,1
Halesowen Surprise Minor,6,24,"-36-14-12-36.12.34.12.36,16",T,-36-14-12-36.12.34.12.36.12.34.12.36-12-14-36-16,1
Kamamistalma Surprise Minor,6,24,"-36-14-12-36.12.34.12.36,12",T,-36-14-12-36.12.34.12.36.12.34.12.36-12-14-36-12,1
Pleasance Surprise Minor,6,24,"-36-14-12-36.12.34-36,16",T,-36-14-12-36.12.34-36-34.12.36-12-14-36-16,1
Xingu River Surprise Minor,6,24,"-36-14-12-36.12.34-36,12",T,-36-14-12-36.12.34-36-34.12.36-12-14-36-12,1
Gingham Surprise Minor,6,24,"-36-14-12-36-34.12.36,16",T,-36-14-12-36-34.12.36.12.34-36-12-14-36-16,1
Grandad Surprise Minor,6,24,"-36-14-12-36-1234-36,16",T,-36-14-12-36-1234-36-1234-36-12-14-36-16,1
Under Milk Wood Surprise Minor,6,24,"-36-14-12-1236-34.12.36,16",T,-36-14-12-1236-34.12.36.12.34-1236-12-14-36-16,1
Llaregyb Surprise Minor,6,24,"-36-14-12-1236-34.12.36,12",T,-36-14-12-1236-34.12.36.12.34-1236-12-14-36-12,1
Holmesdale Road Surprise Minor,6,24,"-34-1456-1256-36-34-16,16",T,-34-1456-1256-36-34-16-34-36-1256-1456-34-16,1
Quissmass Day Surprise Minor,6,24,"-34-14.12-12.1236.34.1234.14.56,12",T,-34-14.12-12.1236.34.1234.14.56.14.1234.34.1236.12-12.14-34-12,1
Eyemouth Surprise Minor,6,24,"-34-14.12-12.1236.14-34.16,12",T,-34-14.12-12.1236.14-34.16.34-14.1236.12-12.14-34-12,1
Bacon End Surprise Minor,6,24,"-34-14.12-12.1236.12-14.56,16",T,-34-14.12-12.1236.12-14.56.14-12.1236.12-12.14-34-16,1
Bamber's Green Surprise Minor,6,24,"-34-14.12-12.1236.12-14.56,12",T,-34-14.12-12.1236.12-14.56.14-12.1236.12-12.14-34-12,1
Chrishall Surprise Minor,6,24,"34-36.14.12-12.1236.14-34.56,12",T,34-36.14.12-12.1236.14-34.56.34-14.1236.12-12.14.36-34.12,1
Heavy Metal Band Surprise Minor,6,24,"56-36.14.56-12.36-12-16,12",T,56-36.14.56-12.36-12-16-12-36.12-56.14.36-56.12,1
Western Heights Surprise Minor,6,24,"-36-14-56-1236-1234-36,12",T,-36-14-56-1236-1234-36-1234-1236-56-14-36-12,1
Dawn Colley's 50th Surprise Minor,6,24,"36-56.14-56-1236-14-16,12",T,36-56.14-56-1236-14-16-14-1236-56-14.56-36.12,1
Netteswell Surprise Minor,6,24,"36-36.14.12-12.1236-14-36,12",T,36-36.14.12-12.1236-14-36-14-1236.12-12.14.36-36.12,1
Xaintes Surprise Minor,6,24,"36-36.14-12-36-34-56,16",T,36-36.14-12-36-34-56-34-36-12-14.36-36.16,1
Dinlow Surprise Minor,6,24,"34-56.14-12-36.12-34.16,16",T,34-56.14-12-36.12-34.16.34-12.36-12-14.56-34.16,1
White Colne Surprise Minor,6,24,"34-36.14.12-12.1236-14-16,16",T,34-36.14.12-12.1236-14-16-14-1236.12-12.14.36-34.16,1
Sophie Surprise Minor,6,24,"34-36.14-12-1236-1234-36,12",T,34-36.14-12-1236-1234-36-1234-1236-12-14.36-34.12,1
Anzac Cove Surprise Minor,6,24,"-34-14.56.12-36-34-16,16",T,-34-14.56.12-36-34-16-34-36-12.56.14-34-16,1
Sergeant John Hare Surprise Minor,6,24,"-34-14-56-36.12-12.16,12",T,-34-14-56-36.12-12.16.12-12.36-56-14-34-12,1
Alnmouth Surprise Minor,6,24,"34-36.14.12-12.1236.14-14.36,12",T,34-36.14.12-12.1236.14-14.36.14-14.1236.12-12.14.36-34.12,1
Sewell Surprise Minor,6,24,"-34-14.56-12.36.12-34.16,16",T,-34-14.56-12.36.12-34.16.34-12.36.12-56.14-34-16,1
It's Trystan's Birthday Tomorrow Surprise Minor,6,24,"36-56.14.56-12.36-14-16,12",T,36-56.14.56-12.36-14-16-14-36.12-56.14.56-36.12,1
Poppy Surprise Minor,6,24,"34-56.14-12-1236-12-16,16",T,34-56.14-12-1236-12-16-12-1236-12-14.56-34.16,1
Horning Sailing Club Surprise Minor,6,24,"-56-1456-12-36.14-12.36,16",T,-56-1456-12-36.14-12.36.12-14.36-12-1456-56-16,1
Thousandth Surprise Minor,6,24,"-36-1456-12-36.12-14.56,16",T,-36-1456-12-36.12-14.56.14-12.36-12-1456-36-16,1
Adnams Lighthouse Surprise Minor,6,24,"-34-14.56-12.36-14-36,16",T,-34-14.56-12.36-14-36-14-36.12-56.14-34-16,1
